Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Estimated LTV,promo_dependency_score,satisfaction_flag,value_tier,loyalty_score_A,loyalty_score_B
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly,910,0.0,0,Bronze,0.3887692307692308,0.22123076923076923
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly,493,0.0,1,Bronze,0.23561538461538462,0.43338461538461537
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually,1660,0.0,1,Silver,0.5345384615384615,0.08900000000000001
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,No,21,Credit Card,Weekly,2178,0.0,1,Gold,0.6413076923076924,0.5586153846153846
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly,560,0.0,1,Bronze,0.25630769230769235,0.5586153846153846
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually,400,0.0,1,Bronze,0.2104102564102564,0.08900000000000001
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly,200,0.0,0,Bronze,0.11215384615384616,0.43338461538461537
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,Quarterly,3072,0.0,0,Gold,0.7788461538461539,0.22123076923076923
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,Monthly,1620,0.0,0,Silver,0.5434871794871795,0.3070769230769231
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,46,Venmo,Fortnightly,4136,0.0,0,Platinum,0.8813076923076923,0.43338461538461537
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly,1815,0.0,1,Silver,0.5600512820512821,0.22123076923076923
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,Annually,3150,0.0,1,Gold,0.7539487179487179,0.08900000000000001
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,Monthly,950,0.0,0,Bronze,0.3618717948717949,0.3070769230769231
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,No,5,Debit Card,Fortnightly,204,0.0,0,Bronze,0.13456410256410256,0.43338461538461537
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,Monthly,3465,0.0,1,Platinum,0.8043333333333333,0.3070769230769231
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,Quarterly,445,0.0,0,Bronze,0.38569230769230767,0.22123076923076923
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37,Cash,Fortnightly,3306,0.0,0,Platinum,0.7716153846153846,0.43338461538461537
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,Monthly,3388,0.0,1,Platinum,0.7938717948717948,0.3070769230769231
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,No,28,Bank Transfer,Quarterly,2465,0.0,0,Gold,0.6552051282051282,0.22123076923076923
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,Monthly,2442,0.0,0,Gold,0.658923076923077,0.3070769230769231
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,No,16,Credit Card,Annually,544,0.0,0,Bronze,0.2519230769230769,0.08900000000000001
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,No,38,Bank Transfer,Every 3 Months,3588,0.0,0,Platinum,0.8082820512820512,0.08900000000000001
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,Fortnightly,3040,0.0,0,Gold,0.7379230769230769,0.43338461538461537
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly,780,0.0,0,Bronze,0.3916923076923077,0.43338461538461537
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,Fortnightly,360,0.0,0,Bronze,0.18617948717948718,0.43338461538461537
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly,236,0.0,0,Bronze,0.2271794871794872,0.5586153846153846
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,Fortnightly,451,0.0,1,Bronze,0.22633333333333333,0.43338461538461537
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,Bi-Weekly,702,0.0,0,Bronze,0.34225641025641024,0.43338461538461537
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,Bi-Weekly,1612,0.0,0,Silver,0.5193076923076922,0.43338461538461537
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,No,32,PayPal,Fortnightly,1518,0.0,1,Silver,0.5186153846153846,0.43338461538461537
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,Monthly,1872,0.0,0,Silver,0.5826153846153845,0.3070769230769231
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26,Debit Card,Every 3 Months,1134,0.0,0,Silver,0.42487179487179483,0.08900000000000001
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly,1480,0.0,1,Silver,0.5553846153846154,0.3070769230769231
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,Monthly,1664,0.0,0,Silver,0.5330769230769231,0.3070769230769231
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,Annually,986,0.0,0,Bronze,0.4083333333333333,0.08900000000000001
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly,1144,0.0,1,Silver,0.4750769230769231,0.43338461538461537
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,No,46,PayPal,Weekly,4136,0.0,0,Platinum,0.8813076923076923,0.5586153846153846
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27,PayPal,Every 3 Months,1428,0.0,1,Silver,0.47869230769230775,0.08900000000000001
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,No,4,Credit Card,Annually,485,0.0,0,Bronze,0.42779487179487186,0.08900000000000001
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,No,14,Cash,Every 3 Months,840,0.0,0,Bronze,0.34505128205128205,0.08900000000000001
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,Quarterly,1643,0.0,1,Silver,0.5241794871794871,0.22123076923076923
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,No,6,PayPal,Annually,497,0.0,1,Bronze,0.3263589743589744,0.08900000000000001
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43,Venmo,Annually,4092,0.0,1,Platinum,0.8715128205128205,0.08900000000000001
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,Weekly,2088,0.0,0,Gold,0.5918205128205128,0.5586153846153846
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,Monthly,2360,0.0,0,Gold,0.6597948717948718,0.3070769230769231
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,Bi-Weekly,2697,0.0,1,Gold,0.6865384615384615,0.43338461538461537
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,5,Credit Card,Fortnightly,468,0.0,0,Bronze,0.3463076923076923,0.43338461538461537
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,Every 3 Months,2924,0.0,1,Gold,0.7401538461538462,0.08900000000000001
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,No,20,Cash,Fortnightly,1596,0.0,0,Silver,0.511948717948718,0.43338461538461537
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,No,35,Credit Card,Fortnightly,3564,0.0,1,Platinum,0.8124615384615385,0.43338461538461537
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,Bi-Weekly,572,0.0,1,Bronze,0.2786923076923077,0.43338461538461537
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,Quarterly,2146,0.0,1,Gold,0.6205128205128205,0.22123076923076923
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly,1298,0.0,0,Silver,0.44387179487179484,0.43338461538461537
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,Every 3 Months,2130,0.0,0,Gold,0.5982051282051282,0.08900000000000001
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,Weekly,3760,0.0,0,Platinum,0.8297435897435896,0.5586153846153846
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,No,16,PayPal,Monthly,680,0.0,1,Bronze,0.29325641025641025,0.3070769230769231
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,Monthly,792,0.0,1,Bronze,0.40594871794871795,0.3070769230769231
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,Monthly,1330,0.0,0,Silver,0.5049230769230769,0.3070769230769231
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38,Venmo,Annually,1443,0.0,1,Silver,0.5437692307692308,0.08900000000000001
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,No,14,Venmo,Annually,435,0.0,1,Bronze,0.21192307692307694,0.08900000000000001
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly,2208,0.0,1,Gold,0.6269743589743589,0.43338461538461537
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months,1224,0.0,1,Silver,0.6171794871794871,0.08900000000000001
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49,PayPal,Monthly,2600,0.0,0,Gold,0.7476153846153846,0.3070769230769231
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14,PayPal,Annually,435,0.0,0,Bronze,0.21192307692307694,0.08900000000000001
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,Weekly,1290,0.0,0,Silver,0.5536410256410256,0.5586153846153846
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually,1240,0.0,1,Silver,0.5227692307692308,0.08900000000000001
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,Bi-Weekly,2948,0.0,0,Gold,0.7458205128205129,0.43338461538461537
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,Monthly,845,0.0,1,Bronze,0.36456410256410254,0.3070769230769231
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly,484,0.0,0,Bronze,0.25997435897435894,0.5586153846153846
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly,1904,0.0,0,Silver,0.5773589743589743,0.3070769230769231
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,Annually,546,0.0,0,Bronze,0.3596923076923077,0.08900000000000001
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months,990,0.0,0,Bronze,0.46094871794871795,0.08900000000000001
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly,1615,0.0,0,Silver,0.5318205128205128,0.5586153846153846
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly,2726,0.0,0,Gold,0.737051282051282,0.5586153846153846
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly,1700,0.0,0,Silver,0.6597179487179486,0.3070769230769231
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,Weekly,1600,0.0,0,Silver,0.5699487179487179,0.5586153846153846
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly,493,0.0,1,Bronze,0.23561538461538462,0.3070769230769231
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,Annually,2204,0.0,0,Gold,0.6104871794871796,0.08900000000000001
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly,1932,0.0,1,Silver,0.5778974358974359,0.22123076923076923
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36,Venmo,Bi-Weekly,2405,0.0,0,Gold,0.6542564102564102,0.43338461538461537
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly,1520,0.0,0,Silver,0.5063846153846154,0.3070769230769231
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31,Credit Card,Weekly,3136,0.0,0,Gold,0.7575897435897436,0.5586153846153846
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly,2769,0.0,0,Gold,0.7062820512820512,0.43338461538461537
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42,Debit Card,Quarterly,2967,0.0,0,Gold,0.7449230769230769,0.22123076923076923
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually,2660,0.0,1,Gold,0.6922307692307693,0.08900000000000001
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24,Cash,Monthly,1675,0.0,0,Silver,0.5182051282051282,0.3070769230769231
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card,Annually,1911,0.0,0,Silver,0.6005384615384615,0.08900000000000001
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card,Annually,970,0.0,1,Bronze,0.4868717948717949,0.08900000000000001
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19,Bank Transfer,Monthly,680,0.0,1,Bronze,0.2974102564102564,0.3070769230769231
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly,888,0.0,0,Bronze,0.3962307692307693,0.43338461538461537
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16,Debit Card,Quarterly,1632,0.0,0,Silver,0.5641794871794872,0.22123076923076923
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18,Venmo,Monthly,1292,0.0,1,Silver,0.44961538461538464,0.3070769230769231
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly,756,0.0,1,Bronze,0.41174358974358977,0.3070769230769231
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4,Cash,Weekly,285,0.0,0,Bronze,0.23174358974358975,0.5586153846153846
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly,3192,0.0,0,Gold,0.7584358974358975,0.22123076923076923
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly,992,0.0,0,Bronze,0.4205384615384615,0.3070769230769231
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly,1406,0.0,0,Silver,0.5323846153846155,0.3070769230769231
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly,1798,0.0,1,Silver,0.5468974358974359,0.22123076923076923
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly,1332,0.0,0,Silver,0.46661538461538465,0.5586153846153846
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,1188,0.0,1,Silver,0.5206923076923078,0.08900000000000001
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,No,42,Credit Card,Annually,3483,0.0,1,Platinum,0.8019487179487179,0.08900000000000001
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly,1596,0.0,0,Silver,0.511948717948718,0.5586153846153846
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly,3724,0.0,0,Platinum,0.8288974358974359,0.3070769230769231
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly,1183,0.0,0,Silver,0.4911794871794872,0.43338461538461537
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,41,Bank Transfer,Quarterly,3318,0.0,1,Platinum,0.7802820512820512,0.22123076923076923
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly,2739,0.0,0,Gold,0.696,0.22123076923076923
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,No,15,Venmo,Weekly,1440,0.0,0,Silver,0.521948717948718,0.5586153846153846
3252,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly,800,0.0,0,Bronze,0.46625641025641024,0.22123076923076923
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,48,Credit Card,Fortnightly,1029,0.0,0,Bronze,0.5801282051282052,0.43338461538461537
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,No,8,Venmo,Fortnightly,540,0.0,0,Bronze,0.29507692307692307,0.43338461538461537
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,372,0.0,1,Bronze,0.18623076923076923,0.08900000000000001
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly,1480,0.0,0,Silver,0.5354871794871794,0.3070769230769231
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,Venmo,Every 3 Months,1326,0.0,1,Silver,0.628102564102564,0.08900000000000001
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months,3920,0.0,0,Platinum,0.8518974358974358,0.08900000000000001
3259,31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly,612,0.0,1,Bronze,0.28546153846153843,0.43338461538461537
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,No,5,Debit Card,Every 3 Months,570,0.0,0,Bronze,0.4306153846153847,0.08900000000000001
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,No,7,Credit Card,Annually,288,0.0,1,Bronze,0.1696923076923077,0.08900000000000001
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly,2652,0.0,0,Gold,0.758,0.5586153846153846
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months,770,0.0,0,Bronze,0.32807692307692304,0.08900000000000001
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly,2176,0.0,1,Gold,0.6098461538461539,0.43338461538461537
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly,2000,0.0,1,Silver,0.6164102564102564,0.43338461538461537
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly,2900,0.0,0,Gold,0.7305897435897436,0.43338461538461537
3267,49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly,2516,0.0,1,Gold,0.6646923076923077,0.5586153846153846
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly,1935,0.0,0,Silver,0.6302051282051282,0.22123076923076923
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months,582,0.0,0,Bronze,0.4414871794871795,0.08900000000000001
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly,1560,0.0,1,Silver,0.4975384615384615,0.3070769230769231
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually,1225,0.0,1,Silver,0.6008461538461538,0.08900000000000001
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly,1705,0.0,1,Silver,0.5325897435897435,0.5586153846153846
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,No,34,PayPal,Quarterly,3465,0.0,0,Platinum,0.8015384615384615,0.22123076923076923
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months,1575,0.0,0,Silver,0.5385128205128205,0.08900000000000001
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,14,Cash,Fortnightly,300,0.0,0,Bronze,0.16587179487179488,0.43338461538461537
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,No,2,Debit Card,Weekly,264,0.0,0,Bronze,0.3540769230769231,0.5586153846153846
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months,4158,0.0,1,Platinum,0.8814615384615385,0.08900000000000001
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly,344,0.0,1,Bronze,0.3583076923076923,0.3070769230769231
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,No,18,Bank Transfer,Weekly,1330,0.0,0,Silver,0.4583846153846154,0.5586153846153846
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,No,1,Debit Card,Fortnightly,100,0.0,0,Bronze,0.15933333333333335,0.43338461538461537
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly,342,0.0,0,Bronze,0.24543589743589744,0.3070769230769231
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually,2898,0.0,0,Gold,0.7331538461538462,0.08900000000000001
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly,564,0.0,1,Bronze,0.4248205128205128,0.3070769230769231
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months,264,0.0,0,Bronze,0.13787179487179488,0.08900000000000001
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20,Venmo,Annually,1659,0.0,1,Silver,0.5263589743589744,0.08900000000000001
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly,372,0.0,1,Bronze,0.18623076923076923,0.5586153846153846
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,No,4,Venmo,Fortnightly,335,0.0,1,Bronze,0.2798974358974359,0.43338461538461537
